Sample,Family,Genus,Species,Count,Length
9AC3-1,Serranidae,Epinephelides,armatus,1,341.2224
9AC3-1,Serranidae,Epinephelides,armatus,1,317.4916
9AC3-1,Kyphosidae,Kyphosus,sydneyanus,1,421.6489
9AC3-1,Kyphosidae,Kyphosus,sydneyanus,2,388.246
9AC3-1,Kyphosidae,Kyphosus,sydneyanus,3,829.2122
9AC3-1,Kyphosidae,Kyphosus,sydneyanus,4,723.7122
9AC3-1,Kyphosidae,Kyphosus,sydneyanus,1,568.7252
9AC3-1,Kyphosidae,Kyphosus,sydneyanus,1,489.1179
9AC3-1,Kyphosidae,Kyphosus,sydneyanus,1,436.1815
9AC3-1,Monacanthidae,Meuschenia,galii,1,292.4524
9AC3-1,Monacanthidae,Meuschenia,hippocrepis,1,295.9969
9AC3-1,Labridae,Ophthalmolepis,lineolatus,1,172.645
9AC3-1,Labridae,Ophthalmolepis,lineolatus,2,224.3323
9AC3-1,Labridae,Ophthalmolepis,lineolatus,1,193.9152
9AC3-1,Pomacentridae,Parma,mccullochi,1,208.0431
9AC3-1,Pomacentridae,Parma,mccullochi,2,191.927
9AC3-1,Carangidae,Pseudocaranx,spp,1,238.1683
9AC3-1,Carangidae,Pseudocaranx,spp,1,252.4749
9AC3-1,Carangidae,Pseudocaranx,spp,1,241.4063
9AC3-1,Labridae,Pseudolabrus,biserialis,1,202.5515
9AC3-1,Scorpididae,Scorpis,georgiana,1,267.393
9AC3-2,Labridae,Coris,auricularis,1,100.9419
9AC3-2,Labridae,Coris,auricularis,2,97.2812
9AC3-2,Labridae,Coris,auricularis,3,95.6131
9AC3-2,Labridae,Coris,auricularis,4,103.1188
9AC3-2,Labridae,Coris,auricularis,5,87.8915
9AC3-2,Labridae,Coris,auricularis,1,117.4765
9AC3-2,Labridae,Coris,auricularis,2,88.0755
9AC3-2,Labridae,Coris,auricularis,3,65.886
9AC3-2,Labridae,Coris,auricularis,4,99.0541
9AC3-2,Labridae,Coris,auricularis,1,65.0121
9AC3-2,Labridae,Coris,auricularis,1,104.4501
9AC3-2,Labridae,Coris,auricularis,2,64.2179
9AC3-2,Labridae,Coris,auricularis,3,88.5312
9AC3-2,Labridae,Coris,auricularis,4,88.0091
9AC3-2,Labridae,Coris,auricularis,1,187.0905
9AC3-2,Labridae,Coris,auricularis,2,85.8491
9AC3-2,Labridae,Coris,auricularis,3,81.3789
9AC3-2,Labridae,Coris,auricularis,4,112.5706
9AC3-2,Labridae,Coris,auricularis,1,89.1753
9AC3-2,Labridae,Coris,auricularis,2,106.7837
9AC3-2,Labridae,Coris,auricularis,3,90.7718
9AC3-2,Labridae,Coris,auricularis,4,76.8869
9AC3-2,Serranidae,Epinephelides,armatus,1,317.4378
9AC3-2,Serranidae,Epinephelides,armatus,1,243.6498
9AC3-2,Kyphosidae,Kyphosus,sydneyanus,1,707.5613
9AC3-2,Kyphosidae,Kyphosus,sydneyanus,1,747.7034
9AC3-2,Kyphosidae,Kyphosus,sydneyanus,2,600.2023
9AC3-2,Monacanthidae,Meuschenia,galii,1,221.2792
9AC3-2,Monacanthidae,Meuschenia,hippocrepis,1,273.9131
9AC3-2,Labridae,Notolabrus,parilus,1,266.1586
9AC3-2,Labridae,Ophthalmolepis,lineolatus,1,265.658
9AC3-2,Labridae,Ophthalmolepis,lineolatus,1,227.9358
9AC3-2,Pomacentridae,Parma,mccullochi,1,110.3578
9AC3-2,Carangidae,Pseudocaranx,spp,1,303.0818
9AC3-2,Carangidae,Pseudocaranx,spp,1,284.1528
9AC3-2,Carangidae,Pseudocaranx,spp,2,262.3065
9AC3-2,Scorpididae,Scorpis,georgiana,1,335.8617
9AC3-2,Carangidae,Seriola,hippos,1,981.1098
9AC3-2,Carangidae,Seriola,hippos,2,606.6253
9AC3-3,Labridae,Anampses,geographicus,1,203.207
9AC3-3,Labridae,Anampses,geographicus,2,121.1517
9AC3-3,Labridae,Anampses,geographicus,3,191.6049
9AC3-3,Labridae,Anampses,geographicus,4,168.2855
9AC3-3,Aplodactylidae,Aplodactylus,westralis,1,518.875
9AC3-3,Labridae,Austrolabrus,maculatus,1,101.7552
9AC3-3,Labridae,Coris,auricularis,1,111.0198
9AC3-3,Labridae,Coris,auricularis,2,101.7501
9AC3-3,Labridae,Coris,auricularis,3,68.4607
9AC3-3,Labridae,Coris,auricularis,4,65.8622
9AC3-3,Labridae,Coris,auricularis,5,55.0833
9AC3-3,Labridae,Coris,auricularis,6,92.2486
9AC3-3,Labridae,Coris,auricularis,1,103.0107
9AC3-3,Labridae,Coris,auricularis,1,161.9947
9AC3-3,Labridae,Coris,auricularis,1,158.6249
9AC3-3,Serranidae,Epinephelides,armatus,1,225.1151
9AC3-3,Serranidae,Epinephelides,armatus,2,289.1604
9AC3-3,Serranidae,Epinephelides,armatus,1,360.1728
9AC3-3,Monacanthidae,Meuschenia,galii,1,128.1139
9AC3-3,Monacanthidae,Meuschenia,hippocrepis,1,351.8797
9AC3-3,Labridae,Notolabrus,parilus,1,361.3506
9AC3-3,Carangidae,Seriola,hippos,1,940.5284
9AC3-3,Sphyraenidae,Sphyraena,obtusata,1,166.0218
9AC3-3,Labridae,Notolabrus,parilus,1,250.9446
9AC3-3,Labridae,Ophthalmolepis,lineolatus,1,221.9628
9AC3-3,Labridae,Ophthalmolepis,lineolatus,1,257.2821
9AC3-3,Labridae,Pseudolabrus,biserialis,1,182.3039
9AC3-3,Carangidae,Seriola,hippos,1,608.1202
9AC3-4,Labridae,Coris,auricularis,1,277.5331
9AC3-4,Labridae,Coris,auricularis,2,203.7477
9AC3-4,Labridae,Coris,auricularis,1,120.6942
9AC3-4,Labridae,Coris,auricularis,2,103.498
9AC3-4,Labridae,Coris,auricularis,3,93.2567
9AC3-4,Labridae,Coris,auricularis,1,226.7081
9AC3-4,Labridae,Coris,auricularis,1,332.2234
9AC3-4,Labridae,Ophthalmolepis,lineolatus,1,188.3898
9AC4-1,Labridae,Coris,auricularis,1,178.4187
9AC4-1,Labridae,Coris,auricularis,2,88.6461
9AC4-1,Monacanthidae,Meuschenia,hippocrepis,1,264.8175
9AC4-1,Scorpididae,Neatypus,obliquus,1,108.1087
9AC4-1,Scorpididae,Neatypus,obliquus,1,125.9097
9AC4-1,Scorpididae,Neatypus,obliquus,1,95.5362
9AC4-1,Scorpididae,Neatypus,obliquus,1,110.3922
9AC4-1,Scorpididae,Neatypus,obliquus,1,121.2442
9AC4-1,Scorpididae,Neatypus,obliquus,1,151.9568
9AC4-1,Scorpididae,Neatypus,obliquus,2,96.6279
9AC4-1,Scorpididae,Neatypus,obliquus,3,95.9253
9AC4-1,Scorpididae,Neatypus,obliquus,1,104.5891
9AC4-1,Scorpididae,Neatypus,obliquus,1,112.2064
9AC4-1,Scorpididae,Neatypus,obliquus,1,324.4968
9AC4-1,Scorpididae,Neatypus,obliquus,1,77.7119
9AC4-1,Odacidae,Odax,cyanomelas,1,222.5163
9AC4-1,Labridae,Ophthalmolepis,lineolatus,1,264.136
9AC4-1,Labridae,Ophthalmolepis,lineolatus,2,255.0706
9AC4-1,Labridae,Ophthalmolepis,lineolatus,1,257.4534
9AC4-1,Scorpididae,Scorpis,georgiana,1,259.8298
9AC4-1,Sphyraenidae,Sphyraena,obtusata,1,153.7206
9AC4-2,Labridae,Coris,auricularis,1,103.6438
9AC4-2,Labridae,Coris,auricularis,2,93.9396
9AC4-2,Labridae,Coris,auricularis,3,75.4841
9AC4-2,Labridae,Coris,auricularis,4,86.9593
9AC4-2,Labridae,Coris,auricularis,5,60.983
9AC4-2,Labridae,Coris,auricularis,6,72.5288
9AC4-2,Labridae,Coris,auricularis,7,84.4666
9AC4-2,Labridae,Coris,auricularis,8,75.073
9AC4-2,Labridae,Coris,auricularis,9,60.081
9AC4-2,Labridae,Coris,auricularis,10,72.927
9AC4-2,Cheilodactylidae,Dactylophora,nigricans,1,633.1224
9AC4-2,Dasyatidae,Dasyatis,brevicaudata,1,1144.4533
9AC4-2,Kyphosidae,Kyphosus,sydneyanus,1,589.4573
9AC4-2,Monacanthidae,Meuschenia,galii,1,240.8056
9AC4-2,Monacanthidae,Meuschenia,galii,1,215.6488
9AC4-2,Scorpididae,Neatypus,obliquus,1,95.4011
9AC4-2,Scorpididae,Neatypus,obliquus,1,131.2765
9AC4-2,Scorpididae,Neatypus,obliquus,2,113.38
9AC4-2,Scorpididae,Neatypus,obliquus,3,155.0255
9AC4-2,Scorpididae,Neatypus,obliquus,1,98.53
9AC4-2,Scorpididae,Neatypus,obliquus,1,114.7165
9AC4-2,Scorpididae,Neatypus,obliquus,1,108.291
9AC4-2,Scorpididae,Neatypus,obliquus,1,103.2624
9AC4-2,Scorpididae,Neatypus,obliquus,1,95.8478
9AC4-2,Labridae,Notolabrus,parilus,1,347.4095
9AC4-2,Labridae,Notolabrus,parilus,2,269.2131
9AC4-2,Odacidae,Odax,cyanomelas,1,217.4682
9AC4-2,Labridae,Ophthalmolepis,lineolatus,1,209.558
9AC4-2,Labridae,Ophthalmolepis,lineolatus,2,203.3867
9AC4-2,Labridae,Ophthalmolepis,lineolatus,1,293.8596
9AC4-2,Labridae,Ophthalmolepis,lineolatus,1,175.0831
9AC4-2,Pomacentridae,Parma,mccullochi,1,197.5836
9AC4-2,Pomacentridae,Parma,mccullochi,2,180.3588
9AC4-2,Pomacentridae,Parma,mccullochi,3,212.4644
9AC4-2,Carangidae,Pseudocaranx,spp,1,340.6338
9AC4-2,Carangidae,Pseudocaranx,spp,1,300.4358
9AC4-2,Carangidae,Pseudocaranx,spp,2,276.2481
9AC4-2,Labridae,Pseudolabrus,biserialis,1,174.3317
9AC4-2,Scorpididae,Scorpis,georgiana,1,304.5677
9AC4-2,Sphyraenidae,Sphyraena,obtusata,1,157.7464
9AC4-2,Sphyraenidae,Sphyraena,obtusata,2,162.4051
9AC4-2,Sphyraenidae,Sphyraena,obtusata,3,108.15
9AC4-2,Sphyraenidae,Sphyraena,obtusata,4,158.7266
9AC4-2,Sphyraenidae,Sphyraena,obtusata,5,156.1151
9AC4-2,Sphyraenidae,Sphyraena,obtusata,6,129.1141
9AC4-2,Sphyraenidae,Sphyraena,obtusata,1,174.0096
9AC4-2,Sphyraenidae,Sphyraena,obtusata,2,143.0733
9AC4-2,Sphyraenidae,Sphyraena,obtusata,1,163.355
9AC4-3,Labridae,Coris,auricularis,1,119.8906
9AC4-3,Labridae,Coris,auricularis,1,113.9221
9AC4-3,Labridae,Coris,auricularis,1,79.7527
9AC4-3,Labridae,Coris,auricularis,1,85.0695
9AC4-3,Labridae,Coris,auricularis,1,194.5338
9AC4-3,Kyphosidae,Kyphosus,sydneyanus,1,571.73
9AC4-3,Kyphosidae,Kyphosus,sydneyanus,2,401.0931
9AC4-3,Kyphosidae,Kyphosus,sydneyanus,1,498.1192
9AC4-3,Kyphosidae,Kyphosus,sydneyanus,1,479.9113
9AC4-3,Kyphosidae,Kyphosus,sydneyanus,2,563.7253
9AC4-3,Labridae,Ophthalmolepis,lineolatus,1,194.0513
9AC4-3,Labridae,Ophthalmolepis,lineolatus,1,217.6058
9AC4-3,Carangidae,Pseudocaranx,spp,1,231.738
9AC4-3,Carangidae,Pseudocaranx,spp,1,215.01
9AC4-3,Carangidae,Pseudocaranx,spp,2,242.1861
9AC4-3,Carangidae,Pseudocaranx,spp,1,107.096
9AC4-3,Carangidae,Pseudocaranx,spp,2,97.7987
9AC4-3,Carangidae,Pseudocaranx,spp,1,235.4215
9AC4-3,Scorpididae,Scorpis,georgiana,1,275.2084
9AR1-1,Labridae,Coris,auricularis,1,200.6031
9AR1-1,Labridae,Coris,auricularis,1,116.6124
9AR1-1,Labridae,Coris,auricularis,2,106.3427
9AR1-1,Labridae,Coris,auricularis,3,111.9185
9AR1-1,Labridae,Coris,auricularis,1,127.6001
