"campaignid","sample","family","genus","species","maxn","project","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Cheilodactylidae","Nemadactylus","valenciennesi",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Labridae","Notolabrus","parilus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Odacidae","Odax","cyanomelas",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Labridae","Ophthalmolepis","lineolatus",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Pomacentridae","Parma","mccullochi",3,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Mullidae","Parupeneus","spilurus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Carangidae","Pseudocaranx","spp",8,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Labridae","Pseudolabrus","biserialis",3,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Scorpididae","Scorpis","aequipinnis",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-1","Labridae","Thalassoma","lunare",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:53:00","Armstrong","Fished","AC1","6","Ben S","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Pomacentridae","Chromis","klunzingeri",32,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Labridae","Coris","auricularis",21,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Serranidae","Epinephelides","armatus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Heterodontidae","Heterodontus","portusjacksoni",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Kyphosidae","Kyphosus","sydneyanus",37,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Monacanthidae","Meuschenia","galii",3,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Labridae","Notolabrus","parilus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Odacidae","Odax","cyanomelas",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Labridae","Ophthalmolepis","lineolatus",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Pomacentridae","Parma","mccullochi",4,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Carangidae","Pseudocaranx","spp",11,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Labridae","Pseudolabrus","biserialis",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-2","Sphyraenidae","Sphyraena","obtusata",7,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:55:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes",NA
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Labridae","Anampses","geographicus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Labridae","Coris","auricularis",44,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Serranidae","Epinephelides","armatus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Kyphosidae","Kyphosus","sydneyanus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Monacanthidae","Meuschenia","galii",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Labridae","Notolabrus","parilus",3,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Labridae","Ophthalmolepis","lineolatus",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Pomacentridae","Parma","mccullochi",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Labridae","Pictilabrus","viridis",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Carangidae","Pseudocaranx","spp",5,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-3","Sillaginidae","Sillaginodes","punctata",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","14:58:00","Armstrong","Fished","AC1","7","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Labridae","Achoerodus","gouldii",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Labridae","Coris","auricularis",48,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Serranidae","Epinephelides","armatus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Kyphosidae","Girella","zebra",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Kyphosidae","Kyphosus","sydneyanus",17,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Monacanthidae","Meuschenia","flavolineata",3,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Monacanthidae","Meuschenia","galii",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Monacanthidae","Meuschenia","hippocrepis",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Myliobatidae","Myliobatis","australis",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Labridae","Notolabrus","parilus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Labridae","Ophthalmolepis","lineolatus",3,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Pomacentridae","Parma","mccullochi",4,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Labridae","Pictilabrus","laticlavius",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Carangidae","Pseudocaranx","spp",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Scorpididae","Scorpis","georgiana",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Carangidae","Seriola","hippos",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Sphyraenidae","Sphyraena","novaehollandiae",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC1-4","Sphyraenidae","Sphyraena","obtusata",54,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:01:00","Armstrong","Fished","AC1","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Labridae","Anampses","geographicus",7,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Labridae","Austrolabrus","maculatus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Labridae","Coris","auricularis",23,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Serranidae","Epinephelides","armatus",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Muraenidae","Gymnothorax","woodwardi",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Kyphosidae","Kyphosus","sydneyanus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Monacanthidae","Meuschenia","hippocrepis",3,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Labridae","Notolabrus","parilus",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Labridae","Ophthalmolepis","lineolatus",4,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Serranidae","Othos","dentex",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Pomacentridae","Parma","mccullochi",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Labridae","Pictilabrus","laticlavius",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Labridae","Pseudolabrus","biserialis",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-1","Sphyraenidae","Sphyraena","obtusata",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:03:00","Armstrong","Fished","AC2","10","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Labridae","Choerodon","rubescens",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Pomacentridae","Chromis","klunzingeri",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Labridae","Coris","auricularis",107,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Serranidae","Epinephelides","armatus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Heterodontidae","Heterodontus","portusjacksoni",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Kyphosidae","Kyphosus","sydneyanus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Monacanthidae","Meuschenia","hippocrepis",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Labridae","Notolabrus","parilus",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Labridae","Ophthalmolepis","lineolatus",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Serranidae","Othos","dentex",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Sparidae","Pagrus","auratus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Pomacentridae","Parma","mccullochi",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Mullidae","Parupeneus","spilurus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Carangidae","Pseudocaranx","spp",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Labridae","Pseudolabrus","biserialis",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-2","Carangidae","Seriola","lalandi",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:06:00","Armstrong","Fished","AC2","8","Russ","Yes","Yes","SA"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-3","Labridae","Coris","auricularis",14,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:09:00","Armstrong","Fished","AC2","9","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-3","Carangidae","Pseudocaranx","spp",6,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:09:00","Armstrong","Fished","AC2","9","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-3","Carangidae","Seriola","hippos",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:09:00","Armstrong","Fished","AC2","9","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-4","Labridae","Coris","auricularis",29,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:11:00","Armstrong","Fished","AC2","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-4","Kyphosidae","Kyphosus","sydneyanus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:11:00","Armstrong","Fished","AC2","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-4","Labridae","Notolabrus","parilus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:11:00","Armstrong","Fished","AC2","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-4","Labridae","Ophthalmolepis","lineolatus",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:11:00","Armstrong","Fished","AC2","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-4","Carangidae","Pseudocaranx","spp",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:11:00","Armstrong","Fished","AC2","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-4","Scorpididae","Scorpis","georgiana",2,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:11:00","Armstrong","Fished","AC2","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-4","Carangidae","Seriola","hippos",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:11:00","Armstrong","Fished","AC2","6","Russ","Yes","Yes","MAC"
"2009-07_Rottnest.sanctuaries_stereoBRUVs","9AC2-4","Mullidae","Upeneichthys","vlamingii",1,"Rottnest Island Marine Reserve long-term monitoring","-31.98670238","115.5188948","20090705","15:11:00","Armstrong","Fished","AC2","6","Russ","Yes","Yes","MAC"
