"campaignid","sample","family","genus","species","maxn","project","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Macropharyngodon","negrosensis",2,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Labridae","Stethojulis","interrupta",4,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Lethrinidae","Lethrinus","nebulosus",1,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Mullidae","Parupeneus","barberinoides",4,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Nemipteridae","Pentapodus","porosus",10,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Nemipteridae","Scolopsis","monogramma",1,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Pomacanthidae","Pomacanthus","sexstriatus",2,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Pomacentridae","Chromis","fumea",107,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Pomacentridae","Pomacentrus","nagasakiensis",1,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Pomacentridae","Pristotis","obtusirostris",45,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Scombridae","Scomberomorus","spp",1,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Serranidae","Epinephelus","multinotatus",1,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB607","Tetraodontidae","Feroxodon","multistriatus",1,"Pilbara Marine Conservation Partnership","-20.407","115.47612","20150117","8:48:00","Montebello","Fished",NA,"29","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Echeneidae","Echeneis","naucrates",1,"Pilbara Marine Conservation Partnership","-20.405","115.46842","20150117","8:56:00","Montebello","Fished",NA,"30.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Labridae","Iniistius","pavo",2,"Pilbara Marine Conservation Partnership","-20.405","115.46842","20150117","8:56:00","Montebello","Fished",NA,"30.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Mullidae","Upeneus","tragula",5,"Pilbara Marine Conservation Partnership","-20.405","115.46842","20150117","8:56:00","Montebello","Fished",NA,"30.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Nemipteridae","Nemipterus","spp",21,"Pilbara Marine Conservation Partnership","-20.405","115.46842","20150117","8:56:00","Montebello","Fished",NA,"30.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Scombridae","Scomberomorus","spp",1,"Pilbara Marine Conservation Partnership","-20.405","115.46842","20150117","8:56:00","Montebello","Fished",NA,"30.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Sillaginidae","Sillago","spp",6,"Pilbara Marine Conservation Partnership","-20.405","115.46842","20150117","8:56:00","Montebello","Fished",NA,"30.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB608","Tetraodontidae","Torquigener","pallimaculatus",16,"Pilbara Marine Conservation Partnership","-20.405","115.46842","20150117","8:56:00","Montebello","Fished",NA,"30.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Carangidae","Gnathanodon","speciosus",7,"Pilbara Marine Conservation Partnership","-20.404","115.45887","20150117","9:01:00","Montebello","Fished",NA,"29.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Echeneidae","Echeneis","naucrates",3,"Pilbara Marine Conservation Partnership","-20.404","115.45887","20150117","9:01:00","Montebello","Fished",NA,"29.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Labridae","Iniistius","pavo",3,"Pilbara Marine Conservation Partnership","-20.404","115.45887","20150117","9:01:00","Montebello","Fished",NA,"29.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Rhynchobatidae","Rhynchobatus","australiae",1,"Pilbara Marine Conservation Partnership","-20.404","115.45887","20150117","9:01:00","Montebello","Fished",NA,"29.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Scombridae","Scomberomorus","spp",1,"Pilbara Marine Conservation Partnership","-20.404","115.45887","20150117","9:01:00","Montebello","Fished",NA,"29.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Tetraodontidae","Lagocephalus","sceleratus",2,"Pilbara Marine Conservation Partnership","-20.404","115.45887","20150117","9:01:00","Montebello","Fished",NA,"29.4","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Carangoides","fulvoguttatus",1,"Pilbara Marine Conservation Partnership","-20.402","115.45061","20150117","9:07:00","Montebello","Fished",NA,"23.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",9,"Pilbara Marine Conservation Partnership","-20.402","115.45061","20150117","9:07:00","Montebello","Fished",NA,"23.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Selaroides","leptolepis",18,"Pilbara Marine Conservation Partnership","-20.402","115.45061","20150117","9:07:00","Montebello","Fished",NA,"23.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Clupeidae","Unknown","sp1",12,"Pilbara Marine Conservation Partnership","-20.402","115.45061","20150117","9:07:00","Montebello","Fished",NA,"23.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Labridae","Iniistius","pavo",3,"Pilbara Marine Conservation Partnership","-20.402","115.45061","20150117","9:07:00","Montebello","Fished",NA,"23.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Sillaginidae","Sillago","spp",38,"Pilbara Marine Conservation Partnership","-20.402","115.45061","20150117","9:07:00","Montebello","Fished",NA,"23.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Tetraodontidae","Feroxodon","multistriatus",1,"Pilbara Marine Conservation Partnership","-20.402","115.45061","20150117","9:07:00","Montebello","Fished",NA,"23.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Tetraodontidae","Torquigener","pallimaculatus",1,"Pilbara Marine Conservation Partnership","-20.402","115.45061","20150117","9:07:00","Montebello","Fished",NA,"23.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB611","Echeneidae","Echeneis","naucrates",1,"Pilbara Marine Conservation Partnership","-20.4","115.44188","20150117","9:12:00","Montebello","Fished",NA,"22.6","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB611","Labridae","Iniistius","pavo",3,"Pilbara Marine Conservation Partnership","-20.4","115.44188","20150117","9:12:00","Montebello","Fished",NA,"22.6","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB611","Scombridae","Scomberomorus","spp",1,"Pilbara Marine Conservation Partnership","-20.4","115.44188","20150117","9:12:00","Montebello","Fished",NA,"22.6","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB611","Tetraodontidae","Lagocephalus","sceleratus",3,"Pilbara Marine Conservation Partnership","-20.4","115.44188","20150117","9:12:00","Montebello","Fished",NA,"22.6","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Carangidae","Selaroides","leptolepis",1,"Pilbara Marine Conservation Partnership","-20.398","115.43266","20150117","9:18:00","Montebello","Fished",NA,"24.5","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Gobiidae","Unknown","sp10",1,"Pilbara Marine Conservation Partnership","-20.398","115.43266","20150117","9:18:00","Montebello","Fished",NA,"24.5","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Labridae","Iniistius","pavo",2,"Pilbara Marine Conservation Partnership","-20.398","115.43266","20150117","9:18:00","Montebello","Fished",NA,"24.5","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Nemipteridae","Nemipterus","spp",21,"Pilbara Marine Conservation Partnership","-20.398","115.43266","20150117","9:18:00","Montebello","Fished",NA,"24.5","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Nemipteridae","Pentapodus","porosus",1,"Pilbara Marine Conservation Partnership","-20.398","115.43266","20150117","9:18:00","Montebello","Fished",NA,"24.5","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Tetraodontidae","Feroxodon","multistriatus",1,"Pilbara Marine Conservation Partnership","-20.398","115.43266","20150117","9:18:00","Montebello","Fished",NA,"24.5","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Tetraodontidae","Lagocephalus","sceleratus",1,"Pilbara Marine Conservation Partnership","-20.398","115.43266","20150117","9:18:00","Montebello","Fished",NA,"24.5","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Trichonotidae","Trichonotus","setiger",1,"Pilbara Marine Conservation Partnership","-20.398","115.43266","20150117","9:18:00","Montebello","Fished",NA,"24.5","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Apogonidae","Ostorhinchus","sp3",11,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Balistidae","Abalistes","stellatus",2,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Balistidae","Sufflamen","fraenatum",2,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Blenniidae","Plagiotremus","tapeinosoma",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Carangidae","Caranx","ignobilis",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Cirrhitidae","Cirrhitichthys","aprinus",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Hydrophiidae","Aipysurus","tenuis",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Anampses","lennardi",3,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Choerodon","cephalotes",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Coris","caudimacula",9,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Coris","pictoides",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Labroides","dimidiatus",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Labridae","Leptojulis","cyanopleura",3,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Lethrinidae","Lethrinus","spp",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Lutjanidae","Aprion","virescens",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Lutjanidae","Lutjanus","lemniscatus",3,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Lutjanidae","Symphorus","nematophorus",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Monacanthidae","Paramonacanthus","choirocephalus",3,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Mullidae","Parupeneus","barberinoides",5,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Mullidae","Upeneus","tragula",3,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Nemipteridae","Pentapodus","porosus",10,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Pinguipedidae","Parapercis","nebulosa",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Pomacentridae","Chromis","fumea",5,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Pomacentridae","Pristotis","obtusirostris",78,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Scombridae","Scomberomorus","spp",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Serranidae","Epinephelus","bilobatus",2,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Serranidae","Epinephelus","multinotatus",3,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Serranidae","Epinephelus","rivulatus",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB613","Tetraodontidae","Feroxodon","multistriatus",1,"Pilbara Marine Conservation Partnership","-20.396","115.42453","20150117","9:23:00","Montebello","Fished",NA,"26.3","Emma","Yes","Yes",NA
"2015-01_Montebello.transect_stereoBRUVs","NCB614","Balistidae","Abalistes","stellatus",1,"Pilbara Marine Conservation Partnership","-20.394","115.41624","20150117","9:27:00","Montebello","Fished",NA,"28.3","Matt/Todd","Yes","Yes",NA
